,transcript_file,speaker_code,transcript_clean,is_grammatical,labels
1124,Thomas/020609.cha,CHI,ta much indeed.,-1,other
1125,Thomas/020609.cha,CAR,"thank you, horse.",,
1126,Thomas/020609.cha,CAR,ta much indeed.,,
1127,Thomas/020609.cha,CAR,why are you saying thank you to the horse?,,
1128,Thomas/020609.cha,CHI,ta much indeed.,-1,other
1129,Thomas/020609.cha,CHI,in the car.,-1,"subject, verb"
1130,Thomas/020609.cha,CHI,vroom vroom.,0,
1131,Thomas/020609.cha,CAR,the horse is getting in the car is it?,,
1132,Thomas/020609.cha,CHI,yes.,,
1133,Thomas/020609.cha,CHI,not fit.,-1,"subject, verb"
1134,Thomas/020609.cha,CAR,no.,,
1135,Thomas/020609.cha,CAR,it won't fit.,,
1136,Thomas/020609.cha,CAR,no.,,
1137,Thomas/020609.cha,CHI,no.,,
1138,Thomas/020609.cha,CAR,nice sausage roll.,,
1139,Thomas/020609.cha,CAR,and some crisps.,,
1140,Thomas/020609.cha,CAR,"you have crisps nearly everyday now, Thomas.",,
1141,Thomas/020609.cha,CAR,don't you?,,
1142,Thomas/020609.cha,CAR,"would you like another drink of juice, sweetheart?",,
1143,Thomas/020609.cha,CHI,no.,,
1144,Thomas/020609.cha,CAR,no what?,,
1145,Thomas/020609.cha,CHI,no thanks.,1,
1146,Thomas/020609.cha,CAR,no thank you.,,
1147,Thomas/020609.cha,CAR,that's better.,,
1148,Thomas/020609.cha,CAR,good boy.,,
1149,Thomas/020609.cha,CAR,would you like some cheese with your sausage roll?,,
1150,Thomas/020609.cha,CHI,no.,,
1151,Thomas/020609.cha,CAR,pardon.,,
1152,Thomas/020609.cha,CHI,no no thanks.,1,
1153,Thomas/020609.cha,CAR,good boy.,,
1154,Thomas/020609.cha,CAR,that's better.,,
1155,Thomas/020609.cha,CHI,wait a minute.,1,
1156,Thomas/020609.cha,CAR,wait a minute.,,
1157,Thomas/020609.cha,CHI,wait a minute.,1,
1158,Thomas/020609.cha,CHI,what's this now?,1,
1159,Thomas/020609.cha,CHI,what's this?,1,
1160,Thomas/020609.cha,CAR,that is a little bit of cheese because even though you said you didn't want it I thought perhaps you would when you saw it.,,
1161,Thomas/020609.cha,CAR,does that taste nice?,,
1162,Thomas/020609.cha,CHI,not taste nice.,-1,"subject, auxiliary"
1163,Thomas/020609.cha,CAR,not taste nice.,,
1164,Thomas/020609.cha,CAR,oh I think it tastes nice.,,
1165,Thomas/020609.cha,CAR,so have you seen Sonia and Isabel this morning?,,
1166,Thomas/020609.cha,CHI,no.,,
1167,Thomas/020609.cha,CAR,no.,,
1168,Thomas/020609.cha,CAR,we have.,,
1169,Thomas/020609.cha,CHI,yes.,,
1170,Thomas/020609.cha,CAR,Isabel's Mummy is still hobbling around isn't she?,,
1171,Thomas/020609.cha,CHI,no red jam.,-1,"subject, verb"
1172,Thomas/020609.cha,CAR,no.,,
1173,Thomas/020609.cha,CAR,"it's not jam, darling.",,
1174,Thomas/020609.cha,CAR,no.,,
1175,Thomas/020609.cha,CAR,it's cabbage.,,
1176,Thomas/020609.cha,CHI,cabbage.,,
1177,Thomas/020609.cha,CAR,red cabbage.,,
1178,Thomas/020609.cha,CAR,it's a salad.,,
1179,Thomas/020609.cha,CAR,Mummy's having some salad.,,
1180,Thomas/020609.cha,CAR,would you like some salad?,,
1181,Thomas/020609.cha,CHI,no.,,
1182,Thomas/020609.cha,CAR,no.,,
1183,Thomas/020609.cha,CHI,no thanks.,1,
1184,Thomas/020609.cha,CAR,good boy.,,
1185,Thomas/020609.cha,CAR,that's better.,,
1186,Thomas/020609.cha,CAR,mm tastes.,,
1187,Thomas/020609.cha,CHI,tastes.,,
1188,Thomas/020609.cha,CAR,pardon.,,
1189,Thomas/020609.cha,CHI,tasty.,,
1190,Thomas/020609.cha,CAR,tasty.,,
1191,Thomas/020609.cha,CAR,it is tasty.,,
1192,Thomas/020609.cha,CAR,it's really lovely isn't it?,,
1193,Thomas/020609.cha,CHI,yes.,,
1194,Thomas/020609.cha,CHI,sausage roll fell over.,-1,determiner
1195,Thomas/020609.cha,CAR,sausage roll fell over.,,
1196,Thomas/020609.cha,CAR,yes.,,
1197,Thomas/020609.cha,CAR,I was cutting it and it just rolled didn't it?,,
1198,Thomas/020609.cha,CAR,a little bit.,,
1199,Thomas/020609.cha,CAR,these are nice today aren't they?,,
1200,Thomas/020609.cha,CHI,yes.,,
1201,Thomas/020609.cha,CAR,because last week we went to the sausagerollshop.,,
1202,Thomas/020609.cha,CHI,shut.,,
1203,Thomas/020609.cha,CAR,oh no.,,
1204,Thomas/020609.cha,CAR,it wasn't shut.,,
1205,Thomas/020609.cha,CAR,no.,,
1206,Thomas/020609.cha,CAR,it was it was open when we walked past yesterday but we didn't want any did we?,,
1207,Thomas/020609.cha,CAR,but last week the lady have some really burnt sausage rolls and she tried to sell us those and Mummy said no thank you.,,
1208,Thomas/020609.cha,CAR,and she said I'd like those at the front please.,,
1209,Thomas/020609.cha,CAR,they were very dark weren't they?,,
1210,Thomas/020609.cha,CHI,yes.,,
1211,Thomas/020609.cha,CAR,and we didn't want those did we?,,
1212,Thomas/020609.cha,CHI,no.,,
1213,Thomas/020609.cha,CHI,no want those.,-1,"subject, auxiliary"
1214,Thomas/020609.cha,CAR,no.,,
1215,Thomas/020609.cha,CAR,we didn't want those.,,
1216,Thomas/020609.cha,CAR,we wanted the ones that looked very nice at the front.,,
1217,Thomas/020609.cha,CHI,tasty.,,
1218,Thomas/020609.cha,CHI,tasty front.,-1,determiner
1219,Thomas/020609.cha,CAR,pardon.,,
1220,Thomas/020609.cha,CHI,tasty.,,
1221,Thomas/020609.cha,CAR,tasty.,,
1222,Thomas/020609.cha,CAR,"it is tasty, Thomas.",,
1223,Thomas/020609.cha,CAR,it's lovely and tasty.,,
1224,Thomas/020609.cha,CHI,grapefruit.,,
1225,Thomas/020609.cha,CAR,grapefruit.,,
1226,Thomas/020609.cha,CAR,no.,,
1227,Thomas/020609.cha,CAR,it's not grapefruit.,,
1228,Thomas/020609.cha,CAR,this is red cabbage.,,
1229,Thomas/020609.cha,CHI,red cabbage.,1,
1230,Thomas/020609.cha,CAR,red cabbage.,,
1231,Thomas/020609.cha,CHI,no.,,
1232,Thomas/020609.cha,CHI,red cabbage.,1,
1233,Thomas/020609.cha,CAR,hm.,,
1234,Thomas/020609.cha,CAR,a red cabbage.,,
1235,Thomas/020609.cha,CHI,cabbage.,,
1236,Thomas/020609.cha,CAR,who grows cabbages?,,
1237,Thomas/020609.cha,CAR,Granddad.,,
1238,Thomas/020609.cha,CHI,no.,,
1239,Thomas/020609.cha,CHI,two cabbage.,-1,"verb, plural"
1240,Thomas/020609.cha,CHI,no cabbage.,-1,"subject, verb"
1241,Thomas/020609.cha,CHI,cabbage.,,
1242,Thomas/020609.cha,CHI,no Sooty.,-1,"subject, verb"
1243,Thomas/020609.cha,CAR,no we've seen Jo and Becky today but she didn't have Sooty the dog with her did she?,,
1244,Thomas/020609.cha,CHI,no.,,
1245,Thomas/020609.cha,CHI,not bite Thomas.,-1,auxiliary
1246,Thomas/020609.cha,CAR,no.,,
1247,Thomas/020609.cha,CAR,not bite Thomas.,,
1248,Thomas/020609.cha,CAR,"I don't think you've been bitten by a dog, Thomas have you?",,
1249,Thomas/020609.cha,CAR,but you know that the postman was.,,
1250,Thomas/020609.cha,CAR,Ray was bitten by a dog wasn't he?,,
1251,Thomas/020609.cha,CHI,hm.,,
1252,Thomas/020609.cha,CAR,the sun's still shining isn't it?,,
1253,Thomas/020609.cha,CHI,yes.,,
1254,Thomas/020609.cha,CHI,hold big blue pen.,-1,determiner
1255,Thomas/020609.cha,CAR,hm.,,
1256,Thomas/020609.cha,CHI,hold it.,1,
1257,Thomas/020609.cha,CAR,you want hold the big pen now.,,
1258,Thomas/020609.cha,CAR,leave it there.,,
1259,Thomas/020609.cha,CAR,we're eating our lunch now aren't we?,,
1260,Thomas/020609.cha,CHI,no.,,
1261,Thomas/020609.cha,CAR,are you tired?,,
1262,Thomas/020609.cha,CHI,no.,,
1263,Thomas/020609.cha,CAR,good.,,
1264,Thomas/020609.cha,CAR,oh be careful.,,
1265,Thomas/020609.cha,CAR,no.,,
1266,Thomas/020609.cha,CAR,"don't kick, Thomas don't kick.",,
1267,Thomas/020609.cha,CAR,it's not nice.,,
1268,Thomas/020609.cha,CAR,if you keep on kicking I shall take your shoes off and then when you kick the table it'll hurt your foot won't it?,,
1269,Thomas/020609.cha,CHI,no shoes.,-1,"subject, verb"
1270,Thomas/020609.cha,CAR,I will.,,
1271,Thomas/020609.cha,CAR,are you tired?,,
1272,Thomas/020609.cha,CHI,no.,,
1273,Thomas/020609.cha,CAR,right.,,
1274,Thomas/020609.cha,CAR,I'm taking Thomas's shoe off now.,,
1275,Thomas/020609.cha,CAR,and if you kick it now it'll hurt a lot.,,
1276,Thomas/020609.cha,CHI,no.,,
1277,Thomas/020609.cha,CHI,oh!,,
1278,Thomas/020609.cha,CAR,oh!,,
1279,Thomas/020609.cha,CHI,oh!,,
1280,Thomas/020609.cha,CHI,a grapefruit.,0,
1281,Thomas/020609.cha,CAR,"it isn't grapefruit, darling.",,
1282,Thomas/020609.cha,CAR,it's red cabbage.,,
1283,Thomas/020609.cha,CAR,why do you say grapefruit?,,
1284,Thomas/020609.cha,CHI,hold the cabbage.,0,
1285,Thomas/020609.cha,CAR,are you thinking of pink grapefruit?,,
1286,Thomas/020609.cha,CHI,hold the pink fruit.,0,
1287,Thomas/020609.cha,CAR,hold the pink fruit.,,
1288,Thomas/020609.cha,CAR,it's red cabbage.,,
1289,Thomas/020609.cha,CHI,red cabbage.,1,
1290,Thomas/020609.cha,CAR,now hold the jar very very carefully.,,
1291,Thomas/020609.cha,CHI,it's cold.,1,
1292,Thomas/020609.cha,CAR,it's cold.,,
1293,Thomas/020609.cha,CAR,yes.,,
1294,Thomas/020609.cha,CAR,it has just come out of the fridge.,,
1295,Thomas/020609.cha,CAR,no.,,
1296,Thomas/020609.cha,CAR,you can't take the lid off.,,
1297,Thomas/020609.cha,CHI,broke it.,-1,subject
1298,Thomas/020609.cha,CAR,no.,,
1299,Thomas/020609.cha,CAR,it hasn't broken.,,
1300,Thomas/020609.cha,CAR,"but the lid has got to be kept on tightly to keep it fresh, hasn't it?",,
1301,Thomas/020609.cha,CHI,yes.,,
1302,Thomas/020609.cha,CHI,oh!,,
1303,Thomas/020609.cha,CAR,it's a glass jar.,,
1304,Thomas/020609.cha,CHI,yes.,,
1305,Thomas/020609.cha,CAR,what else is made from glass?,,
1306,Thomas/020609.cha,CHI,glass on.,-1,"determiner, verb"
1307,Thomas/020609.cha,CHI,glass.,,
1308,Thomas/020609.cha,CAR,it's glass.,,
1309,Thomas/020609.cha,CAR,it's the glass jar.,,
1310,Thomas/020609.cha,CHI,big bears eat it.,1,
1311,Thomas/020609.cha,CAR,big bears eat it.,,
1312,Thomas/020609.cha,CAR,the red cabbage.,,
1313,Thomas/020609.cha,CHI,red cabbage.,1,
1314,Thomas/020609.cha,CAR,"are you going to have some more sausage roll, Thomas?",,
1315,Thomas/020609.cha,CHI,no.,,
1316,Thomas/020609.cha,CAR,what about the driver and the horse?,,
1317,Thomas/020609.cha,CAR,would they like some?,,
1318,Thomas/020609.cha,CHI,yes.,,
1319,Thomas/020609.cha,CHI,choo choo.,0,
1320,Thomas/020609.cha,CHI,"get out, driver.",1,
1321,Thomas/020609.cha,CAR,"get out, driver.",,
1322,Thomas/020609.cha,CHI,yes.,,
1323,Thomas/020609.cha,CHI,shut the cab.,0,
1324,Thomas/020609.cha,CAR,shut the cab.,,
1325,Thomas/020609.cha,CHI,the horse is jumping too.,1,
1326,Thomas/020609.cha,CAR,the horse is jumping too.,,
1327,Thomas/020609.cha,CHI,yes.,,
1328,Thomas/020609.cha,CAR,the horse is galloping.,,
1329,Thomas/020609.cha,CHI,not reach.,-1,"subject, auxiliary"
1330,Thomas/020609.cha,CAR,can the horse not reach the sausage roll?,,
1331,Thomas/020609.cha,CAR,well perhaps I'll turn the plate round.,,
1332,Thomas/020609.cha,CAR,can the horse reach now?,,
1333,Thomas/020609.cha,CHI,yes.,,
1334,Thomas/020609.cha,CHI,it.,,
1335,Thomas/020609.cha,CAR,I think when we've had our sausage roll we might ice some little biscuits to have as a dessert.,,
1336,Thomas/020609.cha,CAR,what do you think?,,
1337,Thomas/020609.cha,CAR,does that sound like a good idea?,,
1338,Thomas/020609.cha,CHI,yes.,,
1339,Thomas/020609.cha,CHI,open the cab.,0,
1340,Thomas/020609.cha,CAR,open the cab.,,
1341,Thomas/020609.cha,CHI,yes.,,
1342,Thomas/020609.cha,CAR,for the driver to get in.,,
1343,Thomas/020609.cha,CHI,shut.,,
1344,Thomas/020609.cha,CHI,open.,,
1345,Thomas/020609.cha,CHI,shut.,,
1346,Thomas/020609.cha,CAR,"are you just going to have a little bit more to eat, Thomas?",,
1347,Thomas/020609.cha,CHI,eat it.,-1,"subject, tense_aspect"
1348,Thomas/020609.cha,CAR,who can eat it?,,
1349,Thomas/020609.cha,CHI,choochootank eat it.,-1,present_progressive
1350,Thomas/020609.cha,CAR,choochootank eat it.,,
1351,Thomas/020609.cha,CAR,you mean the train driver or the train?,,
1352,Thomas/020609.cha,CHI,train.,,
1353,Thomas/020609.cha,CAR,the train.,,
1354,Thomas/020609.cha,CAR,"I don't think trains eat the food that we eat, Thomas.",,
1355,Thomas/020609.cha,CAR,what do horses eat?,,
1356,Thomas/020609.cha,CAR,horses eat hay don't they?,,
1357,Thomas/020609.cha,CHI,yes.,,
1358,Thomas/020609.cha,CHI,galloping.,,
1359,Thomas/020609.cha,CAR,is it galloping galloping galloping?,,
1360,Thomas/020609.cha,CHI,no.,,
1361,Thomas/020609.cha,CAR,there's some apple there as well in the middle of the table on the bowl.,,
1362,Thomas/020609.cha,CAR,on the plate rather.,,
1363,Thomas/020609.cha,CHI,the bowl.,0,
1364,Thomas/020609.cha,CHI,no.,,
1365,Thomas/020609.cha,CHI,the eat it.,-1,"subject, tense_aspect"
1366,Thomas/020609.cha,CAR,can you reach the apple?,,
1367,Thomas/020609.cha,CHI,no.,,
1368,Thomas/020609.cha,CAR,no.,,
1369,Thomas/020609.cha,CAR,mm that tastes nice.,,
1370,Thomas/020609.cha,CAR,steady.,,
1371,Thomas/020609.cha,CHI,train driver on a platform.,-1,"determiner, determiner"
1372,Thomas/020609.cha,CAR,the driver's on the platform.,,
1373,Thomas/020609.cha,CAR,I think he's going to have a cup of coffee.,,
1374,Thomas/020609.cha,CAR,would he like to share my coffee?,,
1375,Thomas/020609.cha,CAR,mm.,,
1376,Thomas/020609.cha,CAR,oh lovely.,,
1377,Thomas/020609.cha,CAR,he's enjoying a warm drink isn't he?,,
1378,Thomas/020609.cha,CHI,enjoyed it.,-1,subject
1379,Thomas/020609.cha,CAR,enjoyed it.,,
1380,Thomas/020609.cha,CAR,yes.,,
1381,Thomas/020609.cha,CAR,that's right.,,
1382,Thomas/020609.cha,CHI,the horse drink it.,-1,sv_agreement
1383,Thomas/020609.cha,CAR,the horse drink it.,,
1384,Thomas/020609.cha,CHI,yes.,,
1385,Thomas/020609.cha,CAR,do you think the horse would like some coffee or it might prefer some water?,,
1386,Thomas/020609.cha,CAR,do you think the horse would prefer water?,,
1387,Thomas/020609.cha,CHI,yes.,,
1388,Thomas/020609.cha,CAR,yes.,,
1389,Thomas/020609.cha,CAR,the horse eats hay and drinks water.,,
1390,Thomas/020609.cha,CAR,it's the engine driver that perhaps he'd like a sausage roll and a sandwich.,,
1391,Thomas/020609.cha,CAR,and he might like to share your apple and have a cup of coffee.,,
1392,Thomas/020609.cha,CAR,the horse might like the apple.,,
1393,Thomas/020609.cha,CHI,horse eat.,-1,"determiner, sv_agreement"
1394,Thomas/020609.cha,CAR,hm.,,
1395,Thomas/020609.cha,CAR,horses eat apples.,,
1396,Thomas/020609.cha,CHI,oh.,,
1397,Thomas/020609.cha,CAR,did he enjoy that?,,
1398,Thomas/020609.cha,CHI,yes.,,
1399,Thomas/020609.cha,CHI,he eating crisps.,-1,present_progressive
1400,Thomas/020609.cha,CAR,he's eating crisps.,,
1401,Thomas/020609.cha,CHI,"bye bye, horse.",1,
1402,Thomas/020609.cha,CAR,do you think the horse would like some crisps as well?,,
1403,Thomas/020609.cha,CHI,yes.,,
1404,Thomas/020609.cha,CHI,mm.,,
1405,Thomas/020609.cha,CAR,mm nice.,,
1406,Thomas/020609.cha,CHI,the driver on platform.,-1,"verb, determiner"
1407,Thomas/020609.cha,CAR,the driver's back on the platform.,,
1408,Thomas/020609.cha,CAR,I think the driver better get back in his train and go off you know.,,
1409,Thomas/020609.cha,CAR,it's going to be late.,,
1410,Thomas/020609.cha,CHI,late.,,
1411,Thomas/020609.cha,CAR,let's look at Mummy's watch?,,
1412,Thomas/020609.cha,CAR,what time is it?,,
1413,Thomas/020609.cha,CHI,twelve o'clock.,1,
1414,Thomas/020609.cha,CAR,it's it's what time?,,
1415,Thomas/020609.cha,CHI,eighty.,,
1416,Thomas/020609.cha,CAR,eight o'clock.,,
1417,Thomas/020609.cha,CAR,no.,,
1418,Thomas/020609.cha,CAR,it's five to one.,,
1419,Thomas/020609.cha,CAR,it's nearly one o'clock.,,
1420,Thomas/020609.cha,CAR,the train's due at one.,,
1421,Thomas/020609.cha,CAR,it's almost one o'clock.,,
1422,Thomas/020609.cha,CHI,drive off.,0,
1423,Thomas/020609.cha,CHI,drive off.,0,
1424,Thomas/020609.cha,CAR,that's right.,,
1425,Thomas/020609.cha,CAR,put the horse in the trailer.,,
1426,Thomas/020609.cha,CAR,and they better go quickly hadn't they?,,
1427,Thomas/020609.cha,CAR,otherwise they're going to be late.,,
1428,Thomas/020609.cha,CAR,and we don't want them late do we?,,
1429,Thomas/020609.cha,CHI,no.,,
1430,Thomas/020609.cha,CHI,drive off.,0,
1431,Thomas/020609.cha,CAR,is he driving off now?,,
1432,Thomas/020609.cha,CHI,yes.,,
1433,Thomas/020609.cha,CHI,no late.,-1,other
1434,Thomas/020609.cha,CHI,no late.,-1,other
1435,Thomas/020609.cha,CAR,Mummy has got very sticky hands now.,,
1436,Thomas/020609.cha,CHI,drive off now.,-1,"subject, present_progressive"
1437,Thomas/020609.cha,CAR,"would you like some of this, Thomas?",,
1438,Thomas/020609.cha,CHI,no.,,
1439,Thomas/020609.cha,CAR,would you like some of that?,,
1440,Thomas/020609.cha,CHI,no.,,
1441,Thomas/020609.cha,CAR,and where's the train going to now he has driven off?,,
1442,Thomas/020609.cha,CHI,Manchester.,,
1443,Thomas/020609.cha,CAR,to Manchester.,,
1444,Thomas/020609.cha,CHI,yes.,,
1445,Thomas/020609.cha,CAR,mhm.,,
1446,Thomas/020609.cha,CAR,whereabouts is he going to in Manchester because he has got a horse in the back?,,
1447,Thomas/020609.cha,CHI,got horse.,-1,"subject, determiner"
1448,Thomas/020609.cha,CHI,got horse on it.,-1,"subject, determiner"
1449,Thomas/020609.cha,CAR,got a horse on it.,,
1450,Thomas/020609.cha,CHI,no.,,
1451,Thomas/020609.cha,CAR,where do you think he's going?,,
1452,Thomas/020609.cha,CHI,Manchester.,,
1453,Thomas/020609.cha,CAR,to Manchester.,,
1454,Thomas/020609.cha,CAR,do you think the horse is perhaps a police horse and the police man's going to ride it through the streets of Manchester?,,
1455,Thomas/020609.cha,CHI,no.,,
1456,Thomas/020609.cha,CHI,come back again.,0,
1457,Thomas/020609.cha,CAR,it has come back again.,,
1458,Thomas/020609.cha,CAR,because police men do ride horses in Manchester don't they?,,
1459,Thomas/020609.cha,CAR,we've seen them.,,
1460,Thomas/020609.cha,CHI,there there.,0,
1461,Thomas/020609.cha,CAR,police horses.,,
1462,Thomas/020609.cha,CHI,there there.,0,
1463,Thomas/020609.cha,CHI,not talking any words.,-1,"subject, auxiliary"
1464,Thomas/020609.cha,CAR,pardon.,,
1465,Thomas/020609.cha,CHI,not.,,
1466,Thomas/020609.cha,CHI,oh.,,
1467,Thomas/020609.cha,CHI,"look, Mummy.",1,
1468,Thomas/020609.cha,CAR,"look, Mummy.",,
1469,Thomas/020609.cha,CAR,yes.,,
1470,Thomas/020609.cha,CAR,that's clever isn't it?,,
1471,Thomas/020609.cha,CHI,yes.,,
1472,Thomas/020609.cha,CAR,the train's now pulling a trailer with a horse in the back and two cars.,,
1473,Thomas/020609.cha,CAR,one of them a racing car.,,
1474,Thomas/020609.cha,CAR,and they've all clipped together haven't they?,,
1475,Thomas/020609.cha,CAR,I think you said look Mummy didn't you?,,
1476,Thomas/020609.cha,CHI,yes.,,
1477,Thomas/020609.cha,CAR,yes.,,
1478,Thomas/020609.cha,CAR,"look, Mummy.",,
1479,Thomas/020609.cha,CAR,mm.,,
1480,Thomas/020609.cha,CHI,"look, Mummy.",1,
1481,Thomas/020609.cha,CAR,that's a very very big load.,,
1482,Thomas/020609.cha,CAR,it's a long train isn't it?,,
1483,Thomas/020609.cha,CHI,pop.,,
1484,Thomas/020609.cha,CHI,pop.,,
1485,Thomas/020609.cha,CAR,pop.,,
1486,Thomas/020609.cha,CAR,are you pulling them apart?,,
1487,Thomas/020609.cha,CHI,pop.,,
1488,Thomas/020609.cha,CAR,it looks to me now as if the racing car is pulling the train.,,
1489,Thomas/020609.cha,CHI,hiding.,,
1490,Thomas/020609.cha,CHI,not fall down.,-1,"subject, auxiliary"
1491,Thomas/020609.cha,CAR,hiding.,,
1492,Thomas/020609.cha,CAR,not fall down.,,
1493,Thomas/020609.cha,CHI,this piece off.,-1,verb
1494,Thomas/020609.cha,CHI,that's better.,1,
1495,Thomas/020609.cha,CAR,is that better?,,
1496,Thomas/020609.cha,CHI,yes.,,
1497,Thomas/020609.cha,CAR,do you think it's time for the horse to have something else to drink?,,
1498,Thomas/020609.cha,CHI,yes.,,
1499,Thomas/020609.cha,CAR,would you like to fetch a bucket of water?,,
1500,Thomas/020609.cha,CHI,bucket of water.,-1,determiner
1501,Thomas/020609.cha,CAR,bucket of water.,,
1502,Thomas/020609.cha,CAR,"you sound snuffly, Thomas.",,
1503,Thomas/020609.cha,CAR,have you got a cold.,,
1504,Thomas/020609.cha,CHI,no.,,
1505,Thomas/020609.cha,CHI,no drink.,-1,other
1506,Thomas/020609.cha,CAR,pardon.,,
1507,Thomas/020609.cha,CHI,no drink.,-1,other
1508,Thomas/020609.cha,CAR,no drink.,,
1509,Thomas/020609.cha,CAR,does the horse not want a drink?,,
1510,Thomas/020609.cha,CHI,no.,,
1511,Thomas/020609.cha,CAR,or could you not find a drink?,,
1512,Thomas/020609.cha,CHI,no.,,
1513,Thomas/020609.cha,CAR,you couldn't find a drink to give the horse.,,
1514,Thomas/020609.cha,CHI,no.,,
1515,Thomas/020609.cha,CAR,oh dear dear.,,
1516,Thomas/020609.cha,CAR,I hope he's not thirsty.,,
1517,Thomas/020609.cha,CAR,when you want a drink you're thirsty.,,
1518,Thomas/020609.cha,CAR,when you want something to eat you're hungry.,,
1519,Thomas/020609.cha,CAR,you often tell me you're not hungry or you're hungry but you don't often say thirsty do you?,,
1520,Thomas/020609.cha,CHI,no.,,
1521,Thomas/020609.cha,CAR,is Thomas thirsty?,,
1522,Thomas/020609.cha,CHI,no.,,
1523,Thomas/020609.cha,CHI,a'gether.,,
1524,Thomas/020609.cha,CAR,pardon.,,
1525,Thomas/020609.cha,CHI,a'gether.,,
1526,Thomas/020609.cha,CAR,a'gether.,,
1527,Thomas/020609.cha,CHI,yes.,,
1528,Thomas/020609.cha,CAR,together.,,
1529,Thomas/020609.cha,CHI,yes.,,
1530,Thomas/020609.cha,CAR,two together.,,
1531,Thomas/020609.cha,CHI,not fall table.,-1,"auxiliary, preposition, determiner"
1532,Thomas/020609.cha,CHI,the pieces off.,-1,verb
1533,Thomas/020609.cha,CAR,not fall off the table.,,
1534,Thomas/020609.cha,CAR,the little pieces off.,,
1535,Thomas/020609.cha,CHI,carrying the pieces.,-1,"subject, auxiliary"
1536,Thomas/020609.cha,CAR,carrying the pieces.,,
1537,Thomas/020609.cha,CHI,carrying the piece.,-1,"subject, auxiliary"
1538,Thomas/020609.cha,CAR,did you say carried pieces or carrying the pieces?,,
1539,Thomas/020609.cha,CAR,carry the piece.,,
1540,Thomas/020609.cha,CAR,are you putting them back together again now?,,
1541,Thomas/020609.cha,CHI,no.,,
1542,Thomas/020609.cha,CAR,you look to me as if you are.,,
1543,Thomas/020609.cha,CAR,"well that's a funny thing, Thomas.",,
1544,Thomas/020609.cha,CAR,you've put the engine driver and the cab and the train funnel all on top of the racing car.,,
1545,Thomas/020609.cha,CAR,it must be jolly strong racing car mustn't it?,,
1546,Thomas/020609.cha,CHI,yes.,,
1547,Thomas/020609.cha,CHI,weewee.,,
1548,Thomas/020609.cha,CHI,wee.,,
1549,Thomas/020609.cha,CAR,weewee.,,
1550,Thomas/020609.cha,CHI,wee.,,
1551,Thomas/020609.cha,CAR,is that the noise it's making wee wee?,,
1552,Thomas/020609.cha,CAR,is that the noise as it's setting off?,,
1553,Thomas/020609.cha,CHI,weeweeweeweeweeweewee.,,
1554,Thomas/020609.cha,CAR,"have you had enough of this, Thomas?",,
1555,Thomas/020609.cha,CHI,no.,,
1556,Thomas/020609.cha,CAR,you don't want anymore?,,
1557,Thomas/020609.cha,CHI,no.,,
1558,Thomas/020609.cha,CAR,are you sure?,,
1559,Thomas/020609.cha,CHI,no.,,
1560,Thomas/020609.cha,CAR,you're not sure or you mean yes you've had enough.,,
1561,Thomas/020609.cha,CHI,no.,,
1562,Thomas/020609.cha,CHI,yes.,,
1563,Thomas/020609.cha,CHI,enough.,,
1564,Thomas/020609.cha,CAR,you've had enough.,,
1565,Thomas/020609.cha,CAR,and would you like a drink now?,,
1566,Thomas/020609.cha,CHI,no.,,
1567,Thomas/020609.cha,CAR,no.,,
1568,Thomas/020609.cha,CAR,I think you're too engrossed in playing with the trains aren't you?,,
1569,Thomas/020609.cha,CAR,to be bothered about eating.,,
1570,Thomas/020609.cha,CHI,yes.,,
1571,Thomas/020609.cha,CHI,juice blackcurrant.,-1,determiner
1572,Thomas/020609.cha,CAR,blackcurrant.,,
1573,Thomas/020609.cha,CAR,that's right.,,
1574,Thomas/020609.cha,CHI,all done now.,0,
1575,Thomas/020609.cha,CHI,shop.,,
1576,Thomas/020609.cha,CHI,shops more.,-1,other
1577,Thomas/020609.cha,CAR,oh all done now.,,
1578,Thomas/020609.cha,CAR,shops for some more.,,
1579,Thomas/020609.cha,CAR,yes.,,
1580,Thomas/020609.cha,CAR,we don't seem to have a lot of blackcurrant left in the bottle do we?,,
1581,Thomas/020609.cha,CHI,yes.,,
1582,Thomas/020609.cha,CHI,little drop there.,-1,"verb, determiner"
1583,Thomas/020609.cha,CAR,there's a little drop there.,,
1584,Thomas/020609.cha,CHI,there.,,
1585,Thomas/020609.cha,CAR,well tomorrow if we don't go to the shops later today.,,
1586,Thomas/020609.cha,CAR,tomorrow when Grandma and Granddad come and they ask of we need anything from the shops because they usually do we'll say yes please a bottle of blackcurrant juice for Thomas.,,
1587,Thomas/020609.cha,CAR,how about that?,,
1588,Thomas/020609.cha,CHI,yes.,,
1589,Thomas/020609.cha,CAR,and what do you say?,,
1590,Thomas/020609.cha,CHI,yes please.,1,
1591,Thomas/020609.cha,CAR,yes please.,,
1592,Thomas/020609.cha,CAR,what do you say now that I've just given you some blackcurrant?,,
1593,Thomas/020609.cha,CHI,thanks.,,
1594,Thomas/020609.cha,CAR,thanks.,,
1595,Thomas/020609.cha,CAR,that's alright.,,
1596,Thomas/020609.cha,CAR,right.,,
1597,Thomas/020609.cha,CAR,I shall tidy those things away.,,
1598,Thomas/020609.cha,CAR,and I'll put the apple in a bowl because I think you might eat that later.,,
1599,Thomas/020609.cha,CHI,yes.,,
