,transcript_file,speaker_code,transcript_clean,is_grammatical,labels
15479,Gelman/2014-IndDiff/55C-P1.cha,CHI,and see these are the flaps that open them up.,1,
15480,Gelman/2014-IndDiff/55C-P1.cha,CAR,oh that's right.,,
15481,Gelman/2014-IndDiff/55C-P1.cha,CAR,did you want to try opening them one time?,,
15482,Gelman/2014-IndDiff/55C-P1.cha,CHI,yep.,,
15483,Gelman/2014-IndDiff/55C-P1.cha,CAR,you have to use both hands and pull out on them.,,
15484,Gelman/2014-IndDiff/55C-P1.cha,CAR,yeah.,,
15485,Gelman/2014-IndDiff/55C-P1.cha,CAR,and then you use your fingers to push the rings back together.,,
15486,Gelman/2014-IndDiff/55C-P1.cha,CAR,use this hand on this ring and this hand on this ring.,,
15487,Gelman/2014-IndDiff/55C-P1.cha,CAR,make sure not to get your fingers caught in there otherwise they'll snap them and pinch your skin.,,
15488,Gelman/2014-IndDiff/55C-P1.cha,CAR,good.,,
15489,Gelman/2014-IndDiff/55C-P1.cha,CAR,you figured it out.,,
15490,Gelman/2014-IndDiff/55C-P1.cha,CAR,this is called a three ring binder.,,
15491,Gelman/2014-IndDiff/55C-P1.cha,CHI,wow.,,
15492,Gelman/2014-IndDiff/55C-P1.cha,CHI,neat.,,
15493,Gelman/2014-IndDiff/55C-P1.cha,CAR,yeah.,,
15494,Gelman/2014-IndDiff/55C-P1.cha,CAR,okay they said when we're done we're supposed to go knock on the window.,,
15495,Gelman/2014-IndDiff/55C-P1.cha,CAR,do you want to do that?,,
15496,Gelman/2014-IndDiff/55C-P1.cha,CHI,so that they'll know we're done with the book?,1,
15497,Gelman/2014-IndDiff/55C-P1.cha,CAR,yep.,,
15498,Gelman/2014-IndDiff/55C-P1.cha,CHI,okay.,,
15499,Gelman/2014-IndDiff/55C-P1.cha,CAR,"there's the window right there, the mirror.",,
15500,Thomas/020702.cha,CHI,"what's that, Mummy?",1,
15501,Thomas/020702.cha,CAR,what's that?,,
15502,Thomas/020702.cha,CAR,well these are some coat hangers.,,
15503,Thomas/020702.cha,CHI,mhm.,,
15504,Thomas/020702.cha,CAR,because I think now it's time to put away all our Summer things and we'll just have the winter things out don't you?,,
15505,Thomas/020702.cha,CAR,because it's not sunny anymore is it?,,
15506,Thomas/020702.cha,CHI,no.,,
15507,Thomas/020702.cha,CAR,so we've got this.,,
15508,Thomas/020702.cha,CAR,"oh you've got hiccups, sweetheart.",,
15509,Thomas/020702.cha,CAR,are you going to be alright?,,
15510,Thomas/020702.cha,CHI,no.,,
15511,Thomas/020702.cha,CAR,has Thomas worn his coat today?,,
15512,Thomas/020702.cha,CHI,hm.,,
15513,Thomas/020702.cha,CAR,where did he wear it?,,
15514,Thomas/020702.cha,CAR,to music group.,,
15515,Thomas/020702.cha,CHI,hanging up.,-1,"subject, auxiliary"
15516,Thomas/020702.cha,CAR,are you going to help me put them on hangers?,,
15517,Thomas/020702.cha,CHI,coat hangers.,1,
15518,Thomas/020702.cha,CAR,coat hangers.,,
15519,Thomas/020702.cha,CAR,that's right.,,
15520,Thomas/020702.cha,CAR,do you wanna do your zip up?,,
15521,Thomas/020702.cha,CHI,coat hangers.,-1,determiner
15522,Thomas/020702.cha,CAR,that's right.,,
15523,Thomas/020702.cha,CAR,well done well done.,,
15524,Thomas/020702.cha,CHI,coat hanger.,-1,determiner
15525,Thomas/020702.cha,CAR,coat hanger.,,
15526,Thomas/020702.cha,CAR,that's a very thick coat isn't it?,,
15527,Thomas/020702.cha,CAR,it has got a very nice fleecy lining.,,
15528,Thomas/020702.cha,CAR,and this one's even thicker.,,
15529,Thomas/020702.cha,CAR,look.,,
15530,Thomas/020702.cha,CAR,and this has got a sheepskin lining hasn't it?,,
15531,Thomas/020702.cha,CAR,a wool lining.,,
15532,Thomas/020702.cha,CAR,ah look at that.,,
15533,Thomas/020702.cha,CHI,and that one on.,-1,verb
15534,Thomas/020702.cha,CAR,that one on.,,
15535,Thomas/020702.cha,CAR,right.,,
15536,Thomas/020702.cha,CAR,we're going to put that on that hanger are we?,,
15537,Thomas/020702.cha,CAR,this one has a zip and buttons.,,
15538,Thomas/020702.cha,CAR,look.,,
15539,Thomas/020702.cha,CAR,so let's do the zip together.,,
15540,Thomas/020702.cha,CAR,that's right.,,
15541,Thomas/020702.cha,CAR,I think it's a bit more tricky this one isn't it?,,
15542,Thomas/020702.cha,CHI,yes.,,
15543,Thomas/020702.cha,CAR,shall I start it off?,,
15544,Thomas/020702.cha,CHI,hm.,,
15545,Thomas/020702.cha,CAR,right then.,,
15546,Thomas/020702.cha,CAR,you pull.,,
15547,Thomas/020702.cha,CAR,"we need to sew a button on this coat as well, Thomas.",,
15548,Thomas/020702.cha,CAR,one of the buttons has fallen off.,,
15549,Thomas/020702.cha,CAR,there you are.,,
15550,Thomas/020702.cha,CAR,you zip it up the rest of the way.,,
15551,Thomas/020702.cha,CAR,it's there.,,
15552,Thomas/020702.cha,CAR,one two three.,,
15553,Thomas/020702.cha,CAR,up it goes.,,
15554,Thomas/020702.cha,CAR,well done.,,
15555,Thomas/020702.cha,CAR,right.,,
15556,Thomas/020702.cha,CHI,coat hangers.,0,
15557,Thomas/020702.cha,CAR,because these can go and hang on the coat stand can't they?,,
15558,Thomas/020702.cha,CAR,now look at this.,,
15559,Thomas/020702.cha,CAR,this is much thinner.,,
15560,Thomas/020702.cha,CHI,put that one on.,0,
15561,Thomas/020702.cha,CAR,this is more like a tracksuit top isn't it?,,
15562,Thomas/020702.cha,CAR,you could wear this inside as well as outside but it has got a hood.,,
15563,Thomas/020702.cha,CHI,put that one on.,0,
15564,Thomas/020702.cha,CAR,shall we put it on that hanger?,,
15565,Thomas/020702.cha,CHI,yes.,,
15566,Thomas/020702.cha,CAR,there we are.,,
15567,Thomas/020702.cha,CAR,this has a zip as well.,,
15568,Thomas/020702.cha,CHI,a.,,
15569,Thomas/020702.cha,CAR,I'll start it and then you pull it up.,,
15570,Thomas/020702.cha,CAR,one two three.,,
15571,Thomas/020702.cha,CAR,ooh!,,
15572,Thomas/020702.cha,CAR,gosh that went up easily didn't it?,,
15573,Thomas/020702.cha,CAR,there.,,
15574,Thomas/020702.cha,CAR,that's nice.,,
15575,Thomas/020702.cha,CAR,and have you seen they've all got pockets on the front?,,
15576,Thomas/020702.cha,CAR,and this one isn't a coat.,,
15577,Thomas/020702.cha,CAR,what's this?,,
15578,Thomas/020702.cha,CHI,what's this?,1,
15579,Thomas/020702.cha,CAR,what is it?,,
15580,Thomas/020702.cha,CHI,what this?,-1,verb
15581,Thomas/020702.cha,CHI,baby coat.,-1,determiner
15582,Thomas/020702.cha,CAR,a waistcoat.,,
15583,Thomas/020702.cha,CHI,waistcoat.,,
15584,Thomas/020702.cha,CAR,a waistcoat.,,
15585,Thomas/020702.cha,CAR,you've got a very very smart waistcoat that you wore to Linda's wedding and you've got a new waistcoat that you can wear to Christmas Partys with Thomas The Tank Engine on.,,
15586,Thomas/020702.cha,CAR,but this is a very thick waistcoat isn't it?,,
15587,Thomas/020702.cha,CAR,and have you seen it has got checks on one side and it's plain on the other.,,
15588,Thomas/020702.cha,CAR,so you've got you've got two waistcoats there.,,
15589,Thomas/020702.cha,CHI,two waistcoats.,1,
15590,Thomas/020702.cha,CAR,and this.,,
15591,Thomas/020702.cha,CAR,this is.,,
15592,Thomas/020702.cha,CAR,look.,,
15593,Thomas/020702.cha,CHI,one.,,
15594,Thomas/020702.cha,CAR,and when do you wear this waistcoat?,,
15595,Thomas/020702.cha,CAR,are you going to do that up?,,
15596,Thomas/020702.cha,CAR,this is a lovely one isn't it?,,
15597,Thomas/020702.cha,CAR,it's a nice waistcoat.,,
15598,Thomas/020702.cha,CHI,Mummy do it?,-1,auxiliary
15599,Thomas/020702.cha,CAR,one two three.,,
15600,Thomas/020702.cha,CAR,oh no.,,
15601,Thomas/020702.cha,CAR,we haven't got.,,
15602,Thomas/020702.cha,CAR,see these little things on the zip.,,
15603,Thomas/020702.cha,CAR,they're called teeth.,,
15604,Thomas/020702.cha,CHI,teeth.,,
15605,Thomas/020702.cha,CAR,and the teeth have to be all lined up properly otherwise it doesn't work.,,
15606,Thomas/020702.cha,CAR,so let's start again.,,
15607,Thomas/020702.cha,CHI,start again.,1,
15608,Thomas/020702.cha,CAR,let's push that down to the teeth and then come on try to pull the zip.,,
15609,Thomas/020702.cha,CHI,pull zip.,-1,determiner
15610,Thomas/020702.cha,CAR,what happened to you the other day when we were putting your coat on?,,
15611,Thomas/020702.cha,CHI,it hurt me.,1,
15612,Thomas/020702.cha,CAR,it hurt you did it?,,
15613,Thomas/020702.cha,CAR,hang on.,,
15614,Thomas/020702.cha,CAR,you can pull it up now.,,
15615,Thomas/020702.cha,CAR,where did it hurt you?,,
15616,Thomas/020702.cha,CAR,there.,,
15617,Thomas/020702.cha,CHI,hm.,,
15618,Thomas/020702.cha,CAR,what's that called?,,
15619,Thomas/020702.cha,CHI,mouth.,,
15620,Thomas/020702.cha,CAR,your mouth.,,
15621,Thomas/020702.cha,CHI,yes.,,
15622,Thomas/020702.cha,CAR,no no.,,
15623,Thomas/020702.cha,CAR,it's lower than your mouth.,,
15624,Thomas/020702.cha,CAR,what's it called?,,
15625,Thomas/020702.cha,CHI,not do it.,-1,auxiliary
15626,Thomas/020702.cha,CAR,it was your chin wasn't it?,,
15627,Thomas/020702.cha,CHI,not do it.,-1,auxiliary
15628,Thomas/020702.cha,CAR,it hurt didn't it?,,
15629,Thomas/020702.cha,CAR,there we are.,,
15630,Thomas/020702.cha,CAR,so all those coats can go on the coat stand.,,
15631,Thomas/020702.cha,CAR,and what's this one?,,
15632,Thomas/020702.cha,CHI,this.,,
15633,Thomas/020702.cha,CAR,"what's this, Thomas?",,
15634,Thomas/020702.cha,CHI,a.,,
15635,Thomas/020702.cha,CHI,oh no oh no.,1,
15636,Thomas/020702.cha,CHI,no.,,
15637,Thomas/020702.cha,CAR,this looks like a bag a plastic bag doesn't it?,,
15638,Thomas/020702.cha,CAR,a bright yellow plastic bag.,,
15639,Thomas/020702.cha,CHI,no.,,
15640,Thomas/020702.cha,CAR,do you know what's inside the bag?,,
15641,Thomas/020702.cha,CAR,shall we open the bag?,,
15642,Thomas/020702.cha,CAR,right.,,
15643,Thomas/020702.cha,CAR,what's in the bag?,,
15644,Thomas/020702.cha,CHI,what's this?,1,
15645,Thomas/020702.cha,CHI,what's in the bag?,1,
15646,Thomas/020702.cha,CAR,what's in the bag?,,
15647,Thomas/020702.cha,CAR,it's a coat.,,
15648,Thomas/020702.cha,CHI,uh.,,
15649,Thomas/020702.cha,CAR,look at that.,,
15650,Thomas/020702.cha,CAR,magic.,,
15651,Thomas/020702.cha,CAR,and guess what?,,
15652,Thomas/020702.cha,CAR,that has got a zip as well.,,
15653,Thomas/020702.cha,CAR,it's a blue yellow and white coat.,,
15654,Thomas/020702.cha,CHI,it.,,
15655,Thomas/020702.cha,CAR,yes.,,
15656,Thomas/020702.cha,CHI,it.,,
15657,Thomas/020702.cha,CHI,mend it.,0,
15658,Thomas/020702.cha,CAR,mend it.,,
15659,Thomas/020702.cha,CAR,oh you're looking at Mummy's broken straw hat aren't you?,,
15660,Thomas/020702.cha,CAR,"so this coat, Thomas, is completely waterproof.",,
15661,Thomas/020702.cha,CAR,you can go out in the rain in this.,,
15662,Thomas/020702.cha,CAR,and you stay dry.,,
15663,Thomas/020702.cha,CAR,and it has got a hood.,,
15664,Thomas/020702.cha,CAR,and it folds up into it's own pocket doesn't it?,,
15665,Thomas/020702.cha,CHI,yes.,,
15666,Thomas/020702.cha,CAR,you could have done with that today because it was awful when we went to Didsbury this morning wasn't it?,,
15667,Thomas/020702.cha,CAR,shall we fold it up again?,,
15668,Thomas/020702.cha,CAR,shall see this coat.,,
15669,Thomas/020702.cha,CHI,not do it.,-1,auxiliary
15670,Thomas/020702.cha,CHI,Mummy do it.,0,
15671,Thomas/020702.cha,CAR,shall do you wanna see it disappear?,,
15672,Thomas/020702.cha,CHI,no.,,
15673,Thomas/020702.cha,CAR,oh.,,
15674,Thomas/020702.cha,CHI,Mummy do it.,0,
15675,Thomas/020702.cha,CAR,off it goes.,,
15676,Thomas/020702.cha,CAR,off it goes into the bag.,,
15677,Thomas/020702.cha,CAR,there it is.,,
15678,Thomas/020702.cha,CAR,it has gone.,,
15679,Thomas/020702.cha,CAR,it's a bag again.,,
15680,Thomas/020702.cha,CAR,it's a bag.,,
15681,Thomas/020702.cha,CAR,where's the coat?,,
15682,Thomas/020702.cha,CHI,no coat.,-1,"subject, verb"
15683,Thomas/020702.cha,CAR,where has the coat gone?,,
15684,Thomas/020702.cha,CHI,I see it.,1,
15685,Thomas/020702.cha,CAR,you can see it.,,
15686,Thomas/020702.cha,CHI,yes.,,
15687,Thomas/020702.cha,CAR,where can you see it?,,
15688,Thomas/020702.cha,CHI,in here.,1,
15689,Thomas/020702.cha,CAR,in there.,,
15690,Thomas/020702.cha,CAR,"don't be silly, Thomas.",,
15691,Thomas/020702.cha,CAR,don't do that.,,
15692,Thomas/020702.cha,CAR,you'll break it.,,
15693,Thomas/020702.cha,CHI,no.,,
15694,Thomas/020702.cha,CAR,here you are.,,
15695,Thomas/020702.cha,CAR,I'll show you something.,,
15696,Thomas/020702.cha,CAR,"uh Thomas, don't put those on the floor.",,
15697,Thomas/020702.cha,CAR,look.,,
15698,Thomas/020702.cha,CAR,Teddy wants to go out and it's summer.,,
15699,Thomas/020702.cha,CAR,pretend it's summer.,,
15700,Thomas/020702.cha,CAR,what should Teddy wear?,,
15701,Thomas/020702.cha,CAR,what did you wear in the Summer?,,
15702,Thomas/020702.cha,CHI,oh too big.,-1,"subject, verb"
15703,Thomas/020702.cha,CAR,Teddy's feet are too big for those but these are your.,,
15704,Thomas/020702.cha,CHI,slippers.,,
15705,Thomas/020702.cha,CAR,they're not slippers.,,
15706,Thomas/020702.cha,CAR,what are they called?,,
15707,Thomas/020702.cha,CHI,what's this?,1,
15708,Thomas/020702.cha,CAR,it's a sandal.,,
15709,Thomas/020702.cha,CHI,sandal.,,
15710,Thomas/020702.cha,CAR,do you remember wearing sandals when it was hot?,,
15711,Thomas/020702.cha,CHI,hurt hurt me.,-1,subject
15712,Thomas/020702.cha,CHI,put it down now.,1,
15713,Thomas/020702.cha,CAR,hurt me.,,
15714,Thomas/020702.cha,CAR,did it hurt you?,,
15715,Thomas/020702.cha,CAR,right.,,
15716,Thomas/020702.cha,CAR,"I think I think the thing was, Thomas, these sandals were too big last summer and they were a little bit too small this summer.",,
15717,Thomas/020702.cha,CAR,they've never really felt right on you have they?,,
15718,Thomas/020702.cha,CAR,but do you remember wearing sandals in the summer?,,
15719,Thomas/020702.cha,CAR,and what were your little blue sandals called?,,
15720,Thomas/020702.cha,CHI,blue.,,
15721,Thomas/020702.cha,CAR,do you remember Jellies?,,
15722,Thomas/020702.cha,CHI,Jellies.,,
15723,Thomas/020702.cha,CAR,you wore Jellies a lot when we were in Spain didn't you?,,
15724,Thomas/020702.cha,CAR,and what what rhymes with Jellies?,,
15725,Thomas/020702.cha,CHI,wore Jellies.,-1,subject
15726,Thomas/020702.cha,CHI,Wellingtons.,,
15727,Thomas/020702.cha,CAR,Wellingtons.,,
15728,Thomas/020702.cha,CAR,I've never heard you say Wellingtons before.,,
15729,Thomas/020702.cha,CAR,you normally say wellies.,,
15730,Thomas/020702.cha,CAR,so when Mummy said what rhymes with Jellies I was expecting you to say wellies.,,
15731,Thomas/020702.cha,CAR,and you said Wellingtons.,,
15732,Thomas/020702.cha,CAR,who's on the Wellingtons.,,
15733,Thomas/020702.cha,CHI,Po on.,-1,"subject, verb, other"
15734,Thomas/020702.cha,CAR,Po.,,
15735,Thomas/020702.cha,CHI,Po Lala.,-1,verb
15736,Thomas/020702.cha,CAR,is it all the Teletubbies?,,
15737,Thomas/020702.cha,CHI,yes.,,
15738,Thomas/020702.cha,CHI,all the Teletubbies.,1,
15739,Thomas/020702.cha,CHI,big tummy and big nips.,-1,determiner
15740,Thomas/020702.cha,CAR,all.,,
15741,Thomas/020702.cha,CHI,big tummy.,-1,determiner
15742,Thomas/020702.cha,CAR,don't bang into that.,,
15743,Thomas/020702.cha,CHI,bang.,,
15744,Thomas/020702.cha,CAR,oh Teddy wants to go out in the sun.,,
15745,Thomas/020702.cha,CAR,we're still trying to dress him.,,
15746,Thomas/020702.cha,CHI,dress him.,1,
15747,Thomas/020702.cha,CAR,shall we put a nice sunhat on?,,
15748,Thomas/020702.cha,CHI,on here.,1,
15749,Thomas/020702.cha,CAR,there.,,
15750,Thomas/020702.cha,CHI,Mummy do it.,0,
15751,Thomas/020702.cha,CAR,what are you doing?,,
15752,Thomas/020702.cha,CHI,not that.,0,
15753,Thomas/020702.cha,CHI,change.,,
15754,Thomas/020702.cha,CHI,ah.,,
15755,Thomas/020702.cha,CAR,this useta be your sunhat.,,
15756,Thomas/020702.cha,CAR,oh can you see that?,,
15757,Thomas/020702.cha,CAR,Teddy looks nice doesn't he?,,
15758,Thomas/020702.cha,CAR,shall Mummy put a sunhat on?,,
15759,Thomas/020702.cha,CHI,um yes.,1,
15760,Thomas/020702.cha,CAR,would would you like to wear Daddy's sunhat?,,
15761,Thomas/020702.cha,CHI,hm.,,
15762,Thomas/020702.cha,CAR,there you are.,,
15763,Thomas/020702.cha,CHI,hey.,,
15764,Thomas/020702.cha,CAR,we've got some photographs of you wearing that hat.,,
15765,Thomas/020702.cha,CHI,hey.,,
15766,Thomas/020702.cha,CAR,it's really big isn't it?,,
15767,Thomas/020702.cha,CAR,much too big for Thomas.,,
15768,Thomas/020702.cha,CHI,uhoh.,,
15769,Thomas/020702.cha,CAR,uhoh.,,
15770,Thomas/020702.cha,CHI,run away.,0,
15771,Thomas/020702.cha,CAR,have you.,,
15772,Thomas/020702.cha,CHI,run away.,0,
15773,Thomas/020702.cha,CAR,oh you haven't run away.,,
15774,Thomas/020702.cha,CAR,it's just the hat has gone over your face.,,
15775,Thomas/020702.cha,CHI,hm.,,
15776,Thomas/020702.cha,CHI,hello.,,
15777,Thomas/020702.cha,CAR,no.,,
15778,Thomas/020702.cha,CAR,"be careful with that hat, Thomas.",,
15779,Thomas/020702.cha,CAR,don't break that one.,,
15780,Thomas/020702.cha,CAR,Mummy's is broken already but Daddy's is not so.,,
15781,Thomas/020702.cha,CAR,it's a nice hat isn't it?,,
15782,Thomas/020702.cha,CHI,yes.,,
15783,Thomas/020702.cha,CHI,it.,,
15784,Thomas/020702.cha,CHI,it.,,
15785,Thomas/020702.cha,CAR,do you wanna wear my hat?,,
15786,Thomas/020702.cha,CHI,yes.,,
15787,Thomas/020702.cha,CAR,oh that's lovely.,,
15788,Thomas/020702.cha,CAR,we've got pictures of you wearing that hat as well.,,
15789,Thomas/020702.cha,CAR,what else does Teddy need to do in the sun?,,
15790,Thomas/020702.cha,CAR,he needs to put on sun cream.,,
15791,Thomas/020702.cha,CAR,do you remember you had to put on lots of sun cream?,,
15792,Thomas/020702.cha,CHI,yes.,,
15793,Thomas/020702.cha,CAR,and.,,
15794,Thomas/020702.cha,CHI,sunglasses.,,
15795,Thomas/020702.cha,CAR,sunglasses.,,
15796,Thomas/020702.cha,CAR,that's right.,,
15797,Thomas/020702.cha,CAR,let's put the sunglasses on Teddy.,,
15798,Thomas/020702.cha,CAR,ah now he looks cool doesn't he?,,
15799,Thomas/020702.cha,CHI,hm.,,
15800,Thomas/020702.cha,CAR,hm.,,
15801,Thomas/020702.cha,CHI,big tummy and big nips.,-1,determiner
15802,Thomas/020702.cha,CAR,big tummy and big nips.,,
15803,Thomas/020702.cha,CHI,yes.,,
15804,Thomas/020702.cha,CAR,well I would have said big sunhat big glasses if I was looking at him.,,
15805,Thomas/020702.cha,CAR,because that's the things that stick out.,,
15806,Thomas/020702.cha,CAR,so there we are.,,
15807,Thomas/020702.cha,CAR,Teddy's dressed for the sun.,,
15808,Thomas/020702.cha,CAR,but really it's not summer anymore is it?,,
15809,Thomas/020702.cha,CAR,so what should Teddy be wearing?,,
15810,Thomas/020702.cha,CHI,uhoh.,,
15811,Thomas/020702.cha,CHI,Mummy's broken hat.,1,
15812,Thomas/020702.cha,CAR,oh dear.,,
15813,Thomas/020702.cha,CAR,Mummy's hat.,,
15814,Thomas/020702.cha,CAR,yes.,,
15815,Thomas/020702.cha,CAR,it's a straw hat and it's broken.,,
15816,Thomas/020702.cha,CAR,some of the pieces of straw.,,
15817,Thomas/020702.cha,CHI,Mummy doing it.,-1,present_progressive
15818,Thomas/020702.cha,CHI,Mummy do it.,0,
15819,Thomas/020702.cha,CAR,yes.,,
15820,Thomas/020702.cha,CAR,I'll mend it.,,
15821,Thomas/020702.cha,CAR,so what should Teddy be wearing now?,,
15822,Thomas/020702.cha,CAR,in winter.,,
15823,Thomas/020702.cha,CAR,shall we put some Wellington boots on teddy?,,
15824,Thomas/020702.cha,CHI,no.,,
15825,Thomas/020702.cha,CHI,everywhere.,,
15826,Thomas/020702.cha,CHI,everywhere.,,
15827,Thomas/020702.cha,CAR,pardon.,,
15828,Thomas/020702.cha,CHI,everywhere.,,
15829,Thomas/020702.cha,CHI,Wellingtons everywhere.,0,
15830,Thomas/020702.cha,CHI,oh.,,
15831,Thomas/020702.cha,CAR,Wellingtons everywhere.,,
15832,Thomas/020702.cha,CAR,no.,,
15833,Thomas/020702.cha,CAR,there's only one pair of Wellingtons and teddy's wearing them.,,
15834,Thomas/020702.cha,CAR,look at him now.,,
15835,Thomas/020702.cha,CAR,look at that.,,
15836,Thomas/020702.cha,CAR,and what else does he need?,,
15837,Thomas/020702.cha,CHI,uhoh.,,
15838,Thomas/020702.cha,CHI,the sunglasses.,1,
15839,Thomas/020702.cha,CAR,no.,,
15840,Thomas/020702.cha,CAR,he doesn't need sunglasses unless in winter unless the the snow the sun's very bright.,,
15841,Thomas/020702.cha,CAR,look.,,
15842,Thomas/020702.cha,CAR,what are these?,,
15843,Thomas/020702.cha,CHI,gloves.,,
15844,Thomas/020702.cha,CAR,gloves.,,
15845,Thomas/020702.cha,CAR,that's wear right.,,
15846,Thomas/020702.cha,CAR,he's wearing mittens on a string.,,
15847,Thomas/020702.cha,CAR,and do you think he needs a nice warm coat?,,
15848,Thomas/020702.cha,CHI,oh no no no.,1,
15849,Thomas/020702.cha,CAR,I think he does.,,
15850,Thomas/020702.cha,CHI,no no.,1,
15851,Thomas/020702.cha,CHI,uhoh.,,
15852,Thomas/020702.cha,CHI,no.,,
15853,Thomas/020702.cha,CHI,doing a fish swim.,-1,"subject, auxiliary"
15854,Thomas/020702.cha,CAR,"why are you putting a fish on his head, Thomas?",,
15855,Thomas/020702.cha,CHI,fish head Wellingtons.,-1,"determiner, prepositions"
15856,Thomas/020702.cha,CAR,oh I see.,,
15857,Thomas/020702.cha,CAR,you think because he has got his Wellingtons on he's going fishing.,,
15858,Thomas/020702.cha,CAR,is that right?,,
15859,Thomas/020702.cha,CAR,do you think Teddy's going fishing?,,
15860,Thomas/020702.cha,CHI,oh yes.,1,
15861,Thomas/020702.cha,CHI,bite a fish.,0,
15862,Thomas/020702.cha,CHI,bite a fish.,0,
15863,Thomas/020702.cha,CHI,one two three four five.,0,
15864,Thomas/020702.cha,CAR,bite a fish.,,
15865,Thomas/020702.cha,CAR,one two three four five.,,
15866,Thomas/020702.cha,CHI,one two three four five.,0,
15867,Thomas/020702.cha,CHI,yes.,,
15868,Thomas/020702.cha,CAR,you're thinking of the nursery rhyme.,,
15869,Thomas/020702.cha,CAR,one two three four five.,,
15870,Thomas/020702.cha,CAR,once I caught a fish alive.,,
15871,Thomas/020702.cha,CAR,aren't you?,,
15872,Thomas/020702.cha,CHI,one two three four five.,0,
15873,Thomas/020702.cha,CHI,caught a fish alive.,0,
15874,Thomas/020702.cha,CHI,seven eight nine ten.,0,
15875,Thomas/020702.cha,CHI,go again.,0,
15876,Thomas/020702.cha,CAR,and I let him go again.,,
15877,Thomas/020702.cha,CAR,why did you let him go?,,
15878,Thomas/020702.cha,CHI,bite the fingers.,-1,"subject, tense_aspect"
15879,Thomas/020702.cha,CHI,so bite.,-1,other
15880,Thomas/020702.cha,CAR,he bit your little fingers so.,,
15881,Thomas/020702.cha,CAR,which finger did he bite?,,
15882,Thomas/020702.cha,CHI,this one.,1,
15883,Thomas/020702.cha,CAR,this one.,,
15884,Thomas/020702.cha,CAR,which one's that?,,
15885,Thomas/020702.cha,CAR,is that the little one on the right?,,
15886,Thomas/020702.cha,CHI,hm.,,
15887,Thomas/020702.cha,CAR,ah gosh.,,
15888,Thomas/020702.cha,CAR,goodness me.,,
15889,Thomas/020702.cha,CAR,so Teddy's all set now isn't he?,,
15890,Thomas/020702.cha,CAR,he has got his Wellingtons.,,
15891,Thomas/020702.cha,CAR,he's wearing a hat.,,
15892,Thomas/020702.cha,CAR,he has got a nice warm coat on and some gloves.,,
15893,Thomas/020702.cha,CAR,and I think he might need a scarf mightn't he?,,
15894,Thomas/020702.cha,CAR,you've got a nice bright green scarf.,,
15895,Thomas/020702.cha,CHI,yes.,,
15896,Thomas/020702.cha,CAR,but your green scarf's upstairs so we won't go and get it now.,,
15897,Thomas/020702.cha,CAR,oh look.,,
15898,Thomas/020702.cha,CAR,he has got a ribbon on.,,
15899,Thomas/020702.cha,CAR,look.,,
15900,Thomas/020702.cha,CAR,he has got a green velvet ribbon.,,
15901,Thomas/020702.cha,CAR,we can pretend that's his scarf can't we?,,
15902,Thomas/020702.cha,CAR,"now what else might Teddy be doing tonight, Thomas?",,
15903,Thomas/020702.cha,CHI,have a sleep.,-1,"subject, tense_aspect, other"
15904,Thomas/020702.cha,CAR,well yes.,,
15905,Thomas/020702.cha,CAR,he'll be having a sleep.,,
15906,Thomas/020702.cha,CAR,he'll be sleeping with you later.,,
15907,Thomas/020702.cha,CHI,huh.,,
15908,Thomas/020702.cha,CAR,oh doesn't he look gorgeous.,,
15909,Thomas/020702.cha,CAR,what else might he be doing tonight?,,
15910,Thomas/020702.cha,CHI,uh.,,
15911,Thomas/020702.cha,CAR,do you know what day it is?,,
15912,Thomas/020702.cha,CAR,do you know what day it is?,,
15913,Thomas/020702.cha,CHI,um bangadrumtime day.,0,
15914,Thomas/020702.cha,CAR,it's bangadrumtime day.,,
15915,Thomas/020702.cha,CAR,and bangadrumtime day is Friday.,,
15916,Thomas/020702.cha,CAR,and this year Friday falls on the fifth of November and it's Bonfire Night.,,
15917,Thomas/020702.cha,CAR,and when you were a baby.,,
15918,Thomas/020702.cha,CHI,fish in.,-1,"determiner, verb, other"
15919,Thomas/020702.cha,CHI,fish.,,
15920,Thomas/020702.cha,CHI,fish in.,-1,"determiner, verb, other"
15921,Thomas/020702.cha,CAR,no.,,
15922,Thomas/020702.cha,CAR,don't put it.,,
15923,Thomas/020702.cha,CAR,no no no.,,
15924,Thomas/020702.cha,CAR,you mustn't put the fishing rod anywhere near Mummy's face.,,
15925,Thomas/020702.cha,CAR,alright.,,
15926,Thomas/020702.cha,CHI,yes.,,
15927,Thomas/020702.cha,CAR,listen.,,
15928,Thomas/020702.cha,CAR,I'm talking to you.,,
15929,Thomas/020702.cha,CAR,when you were a baby and you useta hear fireworks going bang bang you were very frightened.,,
15930,Thomas/020702.cha,CAR,"but last year you didn't mind the bangs but there were a lot of, sort of noises.",,
15931,Thomas/020702.cha,CAR,when we looked out of the window at the back we saw some really pretty lights.,,
15932,Thomas/020702.cha,CAR,fireworks going off in the air.,,
15933,Thomas/020702.cha,CAR,all different colors.,,
15934,Thomas/020702.cha,CAR,and when we looked out of Mummy and Daddy's bedroom window behind the church we saw a beautiful display of fireworks.,,
15935,Thomas/020702.cha,CAR,so tonight after tea shall we go out?,,
15936,Thomas/020702.cha,CAR,just stand outside.,,
15937,Thomas/020702.cha,CHI,yes.,,
15938,Thomas/020702.cha,CAR,and see what we can see.,,
